go_id	go_term_name	go_namespace	ontology
GO:0009165	nucleotide biosynthetic process	biological_process	BP
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological_process	BP
GO:0009204	deoxyribonucleoside triphosphate catabolic process	biological_process	BP
GO:0009225	nucleotide-sugar metabolic process	biological_process	BP
GO:0009226	nucleotide-sugar biosynthetic process	biological_process	BP
GO:0009228	thiamine biosynthetic process	biological_process	BP
GO:0009229	thiamine diphosphate biosynthetic process	biological_process	BP
GO:0009231	riboflavin biosynthetic process	biological_process	BP
GO:0009234	menaquinone biosynthetic process	biological_process	BP
GO:0009245	lipid A biosynthetic process	biological_process	BP
GO:0009247	glycolipid biosynthetic process	biological_process	BP
GO:0009249	protein lipoylation	biological_process	BP
GO:0009257	10-formyltetrahydrofolate biosynthetic process	biological_process	BP
GO:0009263	deoxyribonucleotide biosynthetic process	biological_process	BP
GO:0009264	deoxyribonucleotide catabolic process	biological_process	BP
GO:0009269	response to desiccation	biological_process	BP
GO:0009298	GDP-mannose biosynthetic process	biological_process	BP
GO:0009306	protein secretion	biological_process	BP
GO:0009308	amine metabolic process	biological_process	BP
GO:0009311	oligosaccharide metabolic process	biological_process	BP
GO:0009312	oligosaccharide biosynthetic process	biological_process	BP
GO:0009396	folic acid-containing compound biosynthetic process	biological_process	BP
GO:0009407	toxin catabolic process	biological_process	BP
GO:0009408	response to heat	biological_process	BP
GO:0009409	response to cold	biological_process	BP
GO:0009411	response to UV	biological_process	BP
GO:0009414	response to water deprivation	biological_process	BP
GO:0009415	response to water	biological_process	BP
GO:0009416	response to light stimulus	biological_process	BP
GO:0009423	chorismate biosynthetic process	biological_process	BP
GO:0009435	NAD biosynthetic process	biological_process	BP
GO:0009439	cyanate metabolic process	biological_process	BP
GO:0009443	pyridoxal 5'-phosphate salvage	biological_process	BP
GO:0009446	putrescine biosynthetic process	biological_process	BP
GO:0009450	gamma-aminobutyric acid catabolic process	biological_process	BP
GO:0009451	RNA modification	biological_process	BP
GO:0009584	detection of visible light	biological_process	BP
GO:0009611	response to wounding	biological_process	BP
GO:0009615	response to virus	biological_process	BP
GO:0009617	response to bacterium	biological_process	BP
GO:0009636	response to toxic substance	biological_process	BP
GO:0009637	response to blue light	biological_process	BP
GO:0009639	response to red or far red light	biological_process	BP
GO:0009644	response to high light intensity	biological_process	BP
GO:0009646	response to absence of light	biological_process	BP
GO:0009648	photoperiodism	biological_process	BP
GO:0009651	response to salt stress	biological_process	BP
GO:0009653	anatomical structure morphogenesis	biological_process	BP
GO:0009657	plastid organization	biological_process	BP
GO:0009658	chloroplast organization	biological_process	BP
GO:0009664	plant-type cell wall organization	biological_process	BP
GO:0009685	gibberellin metabolic process	biological_process	BP
GO:0009686	gibberellin biosynthetic process	biological_process	BP
GO:0009690	cytokinin metabolic process	biological_process	BP
GO:0009691	cytokinin biosynthetic process	biological_process	BP
GO:0009693	ethylene biosynthetic process	biological_process	BP
GO:0009698	phenylpropanoid metabolic process	biological_process	BP
GO:0009699	phenylpropanoid biosynthetic process	biological_process	BP
GO:0009723	response to ethylene	biological_process	BP
GO:0009725	response to hormone	biological_process	BP
GO:0009733	response to auxin	biological_process	BP
GO:0009734	auxin-activated signaling pathway	biological_process	BP
GO:0009735	response to cytokinin	biological_process	BP
GO:0009737	response to abscisic acid	biological_process	BP
GO:0009738	abscisic acid-activated signaling pathway	biological_process	BP
GO:0009739	response to gibberellin	biological_process	BP
GO:0009741	response to brassinosteroid	biological_process	BP
GO:0009743	response to carbohydrate	biological_process	BP
GO:0009744	response to sucrose	biological_process	BP
GO:0009749	response to glucose	biological_process	BP
GO:0009751	response to salicylic acid	biological_process	BP
GO:0009753	response to jasmonic acid	biological_process	BP
GO:0009755	hormone-mediated signaling pathway	biological_process	BP
GO:0009786	regulation of asymmetric cell division	biological_process	BP
GO:0009791	post-embryonic development	biological_process	BP
GO:0009793	embryo development ending in seed dormancy	biological_process	BP
GO:0009807	lignan biosynthetic process	biological_process	BP
GO:0009808	lignin metabolic process	biological_process	BP
GO:0009809	lignin biosynthetic process	biological_process	BP
GO:0009813	flavonoid biosynthetic process	biological_process	BP
GO:0009820	alkaloid metabolic process	biological_process	BP
GO:0009826	unidimensional cell growth	biological_process	BP
GO:0009828	plant-type cell wall loosening	biological_process	BP
GO:0009830	cell wall modification involved in abscission	biological_process	BP
GO:0009832	plant-type cell wall biogenesis	biological_process	BP
GO:0009834	plant-type secondary cell wall biogenesis	biological_process	BP
GO:0009845	seed germination	biological_process	BP
GO:0009850	auxin metabolic process	biological_process	BP
GO:0009851	auxin biosynthetic process	biological_process	BP
GO:0009891	positive regulation of biosynthetic process	biological_process	BP
GO:0009893	positive regulation of metabolic process	biological_process	BP
GO:0009965	leaf morphogenesis	biological_process	BP
GO:0009966	regulation of signal transduction	biological_process	BP
GO:0010016	shoot system morphogenesis	biological_process	BP
GO:0010017	red or far-red light signaling pathway	biological_process	BP
GO:0010026	trichome differentiation	biological_process	BP
GO:0010029	regulation of seed germination	biological_process	BP
GO:0010037	response to carbon dioxide	biological_process	BP
GO:0010038	response to metal ion	biological_process	BP
GO:0010043	response to zinc ion	biological_process	BP
GO:0010044	response to aluminum ion	biological_process	BP
GO:0010067	procambium histogenesis	biological_process	BP
GO:0010073	meristem maintenance	biological_process	BP
GO:0010074	maintenance of meristem identity	biological_process	BP
GO:0010075	regulation of meristem growth	biological_process	BP
GO:0010078	maintenance of root meristem identity	biological_process	BP
GO:0010082	regulation of root meristem growth	biological_process	BP
GO:0010087	phloem or xylem histogenesis	biological_process	BP
GO:0010089	xylem development	biological_process	BP
GO:0010090	trichome morphogenesis	biological_process	BP
GO:0010091	trichome branching	biological_process	BP
GO:0010093	specification of floral organ identity	biological_process	BP
GO:0010099	regulation of photomorphogenesis	biological_process	BP
GO:0010100	negative regulation of photomorphogenesis	biological_process	BP
GO:0010103	stomatal complex morphogenesis	biological_process	BP
GO:0010104	regulation of ethylene-activated signaling pathway	biological_process	BP
GO:0010105	negative regulation of ethylene-activated signaling pathway	biological_process	BP
GO:0010109	regulation of photosynthesis	biological_process	BP
GO:0010112	regulation of systemic acquired resistance	biological_process	BP
GO:0010114	response to red light	biological_process	BP
GO:0010115	regulation of abscisic acid biosynthetic process	biological_process	BP
GO:0010118	stomatal movement	biological_process	BP
GO:0010119	regulation of stomatal movement	biological_process	BP
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway	biological_process	BP
GO:0010143	cutin biosynthetic process	biological_process	BP
GO:0010150	leaf senescence	biological_process	BP
GO:0010152	pollen maturation	biological_process	BP
GO:0010154	fruit development	biological_process	BP
GO:0010158	abaxial cell fate specification	biological_process	BP
GO:0010162	seed dormancy process	biological_process	BP
GO:0010167	response to nitrate	biological_process	BP
GO:0010182	sugar mediated signaling pathway	biological_process	BP
GO:0010183	pollen tube guidance	biological_process	BP
GO:0010190	cytochrome b6f complex assembly	biological_process	BP
GO:0010193	response to ozone	biological_process	BP
GO:0010206	photosystem II repair	biological_process	BP
GO:0010207	photosystem II assembly	biological_process	BP
GO:0010212	response to ionizing radiation	biological_process	BP
GO:0010215	cellulose microfibril organization	biological_process	BP
GO:0010224	response to UV-B	biological_process	BP
GO:0010225	response to UV-C	biological_process	BP
GO:0010227	floral organ abscission	biological_process	BP
GO:0010228	vegetative to reproductive phase transition of meristem	biological_process	BP
GO:0010229	inflorescence development	biological_process	BP
GO:0010236	plastoquinone biosynthetic process	biological_process	BP
GO:0010239	chloroplast mRNA processing	biological_process	BP
GO:0010241	ent-kaurene oxidation to kaurenoic acid	biological_process	BP
GO:0010253	UDP-rhamnose biosynthetic process	biological_process	BP
GO:0010256	endomembrane system organization	biological_process	BP
GO:0010258	NADH dehydrogenase complex (plastoquinone) assembly	biological_process	BP
GO:0010262	somatic embryogenesis	biological_process	BP
GO:0010264	myo-inositol hexakisphosphate biosynthetic process	biological_process	BP
GO:0010265	SCF complex assembly	biological_process	BP
GO:0010267	ta-siRNA processing	biological_process	BP
GO:0010268	brassinosteroid homeostasis	biological_process	BP
GO:0010274	hydrotropism	biological_process	BP
GO:0010286	heat acclimation	biological_process	BP
GO:0010337	regulation of salicylic acid metabolic process	biological_process	BP
GO:0010411	xyloglucan metabolic process	biological_process	BP
GO:0010447	response to acidic pH	biological_process	BP
GO:0010467	gene expression	biological_process	BP
GO:0010468	regulation of gene expression	biological_process	BP
GO:0010498	proteasomal protein catabolic process	biological_process	BP
GO:0010506	regulation of autophagy	biological_process	BP
GO:0010507	negative regulation of autophagy	biological_process	BP
GO:0010556	regulation of macromolecule biosynthetic process	biological_process	BP
GO:0010557	positive regulation of macromolecule biosynthetic process	biological_process	BP
GO:0010558	negative regulation of macromolecule biosynthetic process	biological_process	BP
GO:0010587	miRNA catabolic process	biological_process	BP
GO:0010604	positive regulation of macromolecule metabolic process	biological_process	BP
GO:0010605	negative regulation of macromolecule metabolic process	biological_process	BP
GO:0010623	programmed cell death involved in cell development	biological_process	BP
GO:0010960	magnesium ion homeostasis	biological_process	BP
GO:0010968	regulation of microtubule nucleation	biological_process	BP
GO:0012501	programmed cell death	biological_process	BP
GO:0015031	protein transport	biological_process	BP
GO:0015671	oxygen transport	biological_process	BP
GO:0015689	molybdate ion transport	biological_process	BP
GO:0015693	magnesium ion transport	biological_process	BP
GO:0015698	inorganic anion transport	biological_process	BP
GO:0015706	nitrate transmembrane transport	biological_process	BP
GO:0015711	organic anion transport	biological_process	BP
GO:0015718	monocarboxylic acid transport	biological_process	BP
GO:0015743	malate transport	biological_process	BP
GO:0015748	organophosphate ester transport	biological_process	BP
GO:0015749	monosaccharide transmembrane transport	biological_process	BP
GO:0015768	maltose transport	biological_process	BP
GO:0015770	sucrose transport	biological_process	BP
GO:0015780	nucleotide-sugar transmembrane transport	biological_process	BP
GO:0015786	UDP-glucose transmembrane transport	biological_process	BP
GO:0015791	polyol transmembrane transport	biological_process	BP
GO:0015798	myo-inositol transport	biological_process	BP
GO:0015811	L-cystine transport	biological_process	BP
GO:0015812	gamma-aminobutyric acid transport	biological_process	BP
GO:0015833	peptide transport	biological_process	BP
GO:0015846	polyamine transport	biological_process	BP
GO:0015858	nucleoside transport	biological_process	BP
GO:0015860	purine nucleoside transmembrane transport	biological_process	BP
GO:0015865	purine nucleotide transport	biological_process	BP
GO:0015866	ADP transport	biological_process	BP
GO:0015867	ATP transport	biological_process	BP
GO:0015886	heme transport	biological_process	BP
GO:0015908	fatty acid transport	biological_process	BP
