KO	pathway
K05853	ko04148
K05870	ko04148
K06059	ko04148
K06129	ko04148
K06259	ko04148
K06266	ko04148
K06469	ko04148
K06471	ko04148
K06487	ko04148
K06493	ko04148
K06535	ko04148
K06551	ko04148
K06588	ko04148
K06704	ko04148
K06749	ko04148
K06834	ko04148
K07293	ko04148
K07299	ko04148
K07881	ko04148
K07887	ko04148
K07888	ko04148
K07889	ko04148
K07897	ko04148
K07898	ko04148
K07909	ko04148
K08057	ko04148
K08179	ko04148
K08268	ko04148
K08426	ko04148
K08524	ko04148
K08530	ko04148
K08535	ko04148
K08536	ko04148
K08765	ko04148
K09097	ko04148
K09355	ko04148
K10048	ko04148
K10223	ko04148
K11411	ko04148
K11987	ko04148
K12366	ko04148
K13302	ko04148
K13375	ko04148
K13708	ko04148
K14802	ko04148
K16343	ko04148
K16857	ko04148
K17253	ko04148
K17332	ko04148
K17333	ko04148
K17334	ko04148
K17398	ko04148
K19013	ko04148
K19020	ko04148
K19480	ko04148
K19498	ko04148
K19499	ko04148
K19500	ko04148
K19501	ko04148
K19503	ko04148
K19523	ko04148
K19524	ko04148
K19722	ko04148
K20177	ko04148
K20178	ko04148
K20179	ko04148
K20180	ko04148
K20181	ko04148
K20182	ko04148
K20183	ko04148
K20184	ko04148
K20413	ko04148
K20414	ko04148
K23285	ko04148
K23678	ko04148
K24068	ko04148
K24318	ko04148
K26811	ko04148
K26813	ko04148
K26814	ko04148
K26934	ko04148
K26935	ko04148
K26936	ko04148
K00182	ko04150
K00312	ko04150
K00408	ko04150
K00444	ko04150
K00445	ko04150
K00572	ko04150
K00714	ko04150
K00922	ko04150
K01064	ko04150
K01110	ko04150
K01357	ko04150
K01384	ko04150
K01558	ko04150
K02144	ko04150
K02145	ko04150
K02147	ko04150
K02148	ko04150
K02149	ko04150
K02150	ko04150
K02151	ko04150
K02152	ko04150
K02235	ko04150
K02329	ko04150
K02353	ko04150
K02354	ko04150
K02375	ko04150
K02376	ko04150
K02432	ko04150
K02649	ko04150
K02677	ko04150
K02833	ko04150
K02842	ko04150
K02991	ko04150
K03068	ko04150
K03083	ko04150
K03099	ko04150
K03156	ko04150
K03158	ko04150
K03209	ko04150
K03258	ko04150
K03259	ko04150
K03875	ko04150
K04364	ko04150
K04365	ko04150
K04366	ko04150
K04368	ko04150
K04369	ko04150
K04370	ko04150
K04371	ko04150
K04373	ko04150
K04456	ko04150
K04467	ko04150
K04513	ko04150
K04526	ko04150
K04527	ko04150
K04688	ko04150
K04690	ko04150
K05087	ko04150
K05459	ko04150
K06276	ko04150
K06519	ko04150
K07198	ko04150
K07203	ko04150
K07204	ko04150
K07205	ko04150
K07206	ko04150
K07207	ko04150
K07208	ko04150
K07209	ko04150
K07298	ko04150
K07827	ko04150
K07828	ko04150
K08266	ko04150
K08267	ko04150
K08269	ko04150
K08270	ko04150
K08271	ko04150
K08272	ko04150
K09594	ko04150
K10421	ko04150
K11137	ko04150
K13302	ko04150
K13780	ko04150
K14004	ko04150
K14299	ko04150
K14995	ko04150
K15705	ko04150
K15728	ko04150
K16172	ko04150
K16184	ko04150
K16185	ko04150
K16186	ko04150
K16344	ko04150
K17532	ko04150
K19662	ko04150
K19663	ko04150
K20064	ko04150
K20394	ko04150
K20396	ko04150
K20397	ko04150
K20398	ko04150
K20399	ko04150
K20400	ko04150
K20401	ko04150
K20402	ko04150
K20403	ko04150
K20404	ko04150
K20405	ko04150
K20406	ko04150
K20407	ko04150
K20408	ko04150
K20409	ko04150
K20410	ko04150
K20411	ko04150
K21357	ko04150
K23080	ko04150
K23081	ko04150
K00693	ko04151
K00922	ko04151
K01084	ko04151
K01110	ko04151
K01596	ko04151
K02089	ko04151
K02091	ko04151
K02158	ko04151
K02161	ko04151
K02206	ko04151
K02539	ko04151
K02580	ko04151
K02582	ko04151
K02583	ko04151
K02649	ko04151
K02677	ko04151
K02833	ko04151
K02991	ko04151
K03083	ko04151
K03099	ko04151
K03176	ko04151
K03258	ko04151
K03259	ko04151
K03456	ko04151
K03900	ko04151
K03914	ko04151
K04079	ko04151
K04129	ko04151
K04130	ko04151
K04273	ko04151
K04275	ko04151
K04289	ko04151
K04291	ko04151
K04294	ko04151
K04347	ko04151
K04354	ko04151
K04355	ko04151
K04356	ko04151
K04357	ko04151
K04358	ko04151
K04359	ko04151
K04360	ko04151
K04361	ko04151
K04362	ko04151
K04363	ko04151
K04364	ko04151
K04366	ko04151
K04368	ko04151
K04369	ko04151
K04371	ko04151
K04374	ko04151
K04377	ko04151
K04382	ko04151
K04389	ko04151
K04392	ko04151
K04399	ko04151
K04447	ko04151
K04450	ko04151
K04451	ko04151
K04456	ko04151
K04465	ko04151
K04467	ko04151
K04503	ko04151
K04526	ko04151
K04527	ko04151
K04536	ko04151
K04537	ko04151
K04538	ko04151
K04539	ko04151
K04540	ko04151
K04541	ko04151
K04542	ko04151
K04543	ko04151
K04544	ko04151
K04545	ko04151
K04546	ko04151
K04547	ko04151
K04548	ko04151
K04549	ko04151
K04570	ko04151
K04659	ko04151
K04688	ko04151
K04735	ko04151
K04736	ko04151
K04737	ko04151
K05055	ko04151
K05057	ko04151
K05061	ko04151
K05068	ko04151
K05069	ko04151
K05070	ko04151
K05071	ko04151
K05072	ko04151
K05079	ko04151
K05080	ko04151
K05081	ko04151
K05083	ko04151
K05084	ko04151
K05085	ko04151
K05087	ko04151
K05089	ko04151
K05090	ko04151
K05091	ko04151
K05092	ko04151
K05093	ko04151
K05094	ko04151
K05095	ko04151
K05096	ko04151
K05097	ko04151
K05098	ko04151
K05099	ko04151
K05103	ko04151
K05121	ko04151
K05126	ko04151
K05130	ko04151
K05131	ko04151
K05405	ko04151
K05414	ko04151
K05415	ko04151
K05418	ko04151
K05423	ko04151
K05429	ko04151
K05430	ko04151
K05431	ko04151
K05437	ko04151
K05438	ko04151
K05439	ko04151
K05448	ko04151
K05449	ko04151
K05450	ko04151
K05451	ko04151
K05452	ko04151
K05453	ko04151
K05454	ko04151
K05459	ko04151
K05460	ko04151
K05461	ko04151
K05462	ko04151
K05465	ko04151
K05466	ko04151
K05467	ko04151
K05629	ko04151
K05631	ko04151
K05635	ko04151
K05636	ko04151
K05637	ko04151
K05717	ko04151
K05719	ko04151
K05725	ko04151
K05855	ko04151
K05870	ko04151
K06071	ko04151
K06236	ko04151
K06237	ko04151
K06238	ko04151
K06240	ko04151
K06241	ko04151
K06243	ko04151
K06244	ko04151
K06245	ko04151
K06246	ko04151
K06247	ko04151
K06248	ko04151
K06249	ko04151
K06250	ko04151
K06251	ko04151
K06252	ko04151
K06253	ko04151
K06276	ko04151
K06465	ko04151
K06476	ko04151
K06480	ko04151
K06481	ko04151
K06482	ko04151
K06483	ko04151
K06484	ko04151
K06485	ko04151
K06487	ko04151
K06493	ko04151
K06525	ko04151
K06583	ko04151
K06584	ko04151
K06585	ko04151
K06586	ko04151
K06587	ko04151
K06588	ko04151
K06589	ko04151
K06590	ko04151
K06591	ko04151
K06624	ko04151
K06625	ko04151
K06626	ko04151
K06630	ko04151
K06643	ko04151
K06856	ko04151
K07198	ko04151
K07203	ko04151
K07204	ko04151
K07205	ko04151
K07206	ko04151
K07207	ko04151
K07208	ko04151
K07209	ko04151
K07210	ko04151
K07298	ko04151
K07825	ko04151
K07826	ko04151
K07827	ko04151
K07828	ko04151
K08131	ko04151
K08266	ko04151
K08270	ko04151
K08390	ko04151
K08524	ko04151
K08774	ko04151
K09047	ko04151
K09048	ko04151
K09049	ko04151
K09408	ko04151
K09420	ko04151
K09487	ko04151
K09554	ko04151
K09782	ko04151
K09784	ko04151
K10151	ko04151
K10152	ko04151
K10159	ko04151
K10160	ko04151
K10167	ko04151
K10605	ko04151
K11217	ko04151
K11218	ko04151
K11583	ko04151
K11584	ko04151
K12230	ko04151
K12457	ko04151
K13242	ko04151
K13302	ko04151
K13303	ko04151
K13304	ko04151
K13769	ko04151
K16172	ko04151
K16197	ko04151
K16198	ko04151
K16332	ko04151
K16333	ko04151
K16339	ko04151
K16340	ko04151
K16341	ko04151
K16836	ko04151
K16837	ko04151
K16857	ko04151
K16858	ko04151
K16859	ko04151
K17386	ko04151
K18496	ko04151
K18497	ko04151
K19719	ko04151
K21289	ko04151
K21290	ko04151
K22428	ko04151
K22429	ko04151
K22603	ko04151
K23691	ko04151
K23692	ko04151
K25414	ko04151
K25415	ko04151
K25416	ko04151
K00021	ko04152
K00507	ko04152
K00665	ko04152
K00693	ko04152
K00850	ko04152
K00922	ko04152
K01084	ko04152
K01103	ko04152
K01578	ko04152
K01596	ko04152
K01946	ko04152
K02649	ko04152
K03234	ko04152
K03456	ko04152
K03841	ko04152
K04135	ko04152
K04354	ko04152
K04382	ko04152
K04427	ko04152
K04456	ko04152
K04503	ko04152
K04526	ko04152
K04527	ko04152
K04688	ko04152
K05031	ko04152
K05062	ko04152
K05087	ko04152
K05424	ko04152
K05459	ko04152
K05870	ko04152
K06259	ko04152
K06276	ko04152
K06627	ko04152
K07187	ko04152
K07188	ko04152
K07191	ko04152
K07197	ko04152
K07198	ko04152
K07199	ko04152
K07200	ko04152
K07201	ko04152
K07202	ko04152
K07203	ko04152
K07204	ko04152
K07205	ko04152
K07206	ko04152
K07207	ko04152
K07208	ko04152
K07292	ko04152
K07296	ko04152
K07297	ko04152
K07298	ko04152
K07359	ko04152
K07877	ko04152
K07881	ko04152
K07901	ko04152
K07903	ko04152
K07905	ko04152
K08271	ko04152
K08272	ko04152
K08292	ko04152
K08530	ko04152
K08765	ko04152
K09047	ko04152
K09048	ko04152
K09408	ko04152
K11262	ko04152
K11411	ko04152
K11583	ko04152
K11584	ko04152
K13088	ko04152
K16172	ko04152
K16184	ko04152
K16333	ko04152
K17445	ko04152
K17446	ko04152
K17532	ko04152
K18341	ko04152
K19028	ko04152
K19029	ko04152
K19030	ko04152
K19523	ko04152
K19524	ko04152
K21357	ko04152
K25893	ko04152
K00922	ko04210
K01173	ko04210
K01275	ko04210
K01353	ko04210
K01363	ko04210
K01365	ko04210
K01366	ko04210
K01367	ko04210
K01368	ko04210
K01371	ko04210
K01373	ko04210
K01374	ko04210
K01375	ko04210
K01379	ko04210
K02084	ko04210
K02158	ko04210
K02159	ko04210
K02161	ko04210
K02162	ko04210
K02186	ko04210
K02187	ko04210
K02308	ko04210
K02310	ko04210
K02311	ko04210
K02373	ko04210
K02374	ko04210
K02512	ko04210
K02539	ko04210
K02580	ko04210
K02582	ko04210
K02649	ko04210
K02833	ko04210
K02861	ko04210
K03156	ko04210
K03158	ko04210
K03171	ko04210
K03172	ko04210
K03173	ko04210
K03176	ko04210
K03237	ko04210
K03853	ko04210
K04366	ko04210
K04368	ko04210
K04369	ko04210
K04371	ko04210
K04374	ko04210
K04379	ko04210
K04389	ko04210
K04390	ko04210
K04396	ko04210
K04397	ko04210
K04398	ko04210
K04399	ko04210
K04400	ko04210
K04402	ko04210
K04426	ko04210
K04440	ko04210
K04448	ko04210
K04451	ko04210
K04452	ko04210
K04456	ko04210
K04466	ko04210
K04467	ko04210
K04570	ko04210
K04721	ko04210
K04722	ko04210
K04724	ko04210
K04725	ko04210
K04726	ko04210
K04727	ko04210
K04728	ko04210
K04734	ko04210
K04735	ko04210
K04736	ko04210
K04737	ko04210
K04738	ko04210
K04741	ko04210
K04958	ko04210
K04959	ko04210
K04960	ko04210
K05692	ko04210
K06114	ko04210
K06276	ko04210
K07209	ko04210
K07210	ko04210
K07374	ko04210
K07611	ko04210
K07818	ko04210
K07827	ko04210
K07828	ko04210
K08568	ko04210
K08569	ko04210
K08669	ko04210
K08731	ko04210
K08738	ko04210
K08852	ko04210
K08860	ko04210
K10130	ko04210
K10131	ko04210
K10132	ko04210
K10522	ko04210
K10798	ko04210
K12641	ko04210
K13773	ko04210
K14021	ko04210
K16060	ko04210
K16341	ko04210
K16943	ko04210
K19901	ko04210
K24070	ko04210
K28005	ko04210
K28177	ko04210
K00922	ko04211
K02159	ko04211
K02580	ko04211
K02649	ko04211
K02833	ko04211
K03259	ko04211
K03781	ko04211
K04345	ko04211
K04374	ko04211
K04450	ko04211
K04451	ko04211
K04456	ko04211
K04526	ko04211
K04527	ko04211
K04564	ko04211
K04688	ko04211
K04735	ko04211
K05087	ko04211
K05459	ko04211
K05869	ko04211
K05870	ko04211
K07187	ko04211
K07198	ko04211
K07199	ko04211
K07200	ko04211
K07201	ko04211
K07202	ko04211
K07203	ko04211
K07204	ko04211
K07205	ko04211
K07206	ko04211
K07207	ko04211
K07208	ko04211
K07296	ko04211
K07297	ko04211
K07298	ko04211
K07359	ko04211
K07827	ko04211
K07828	ko04211
K08041	ko04211
K08042	ko04211
K08043	ko04211
K08044	ko04211
K08045	ko04211
K08046	ko04211
K08047	ko04211
K08048	ko04211
K08049	ko04211
K08331	ko04211
K08339	ko04211
K08530	ko04211
K08733	ko04211
K09047	ko04211
K09048	ko04211
K09049	ko04211
K09408	ko04211
K10141	ko04211
K11411	ko04211
K11420	ko04211
K14756	ko04211
K16172	ko04211
K16184	ko04211
K17445	ko04211
K17446	ko04211
K17589	ko04211
K19730	ko04211
K20394	ko04211
K21357	ko04211
K00507	ko04212
K00799	ko04212
K00922	ko04212
K01110	ko04212
K01358	ko04212
K03781	ko04212
K03871	ko04212
K04043	ko04212
K04077	ko04212
K04374	ko04212
K04433	ko04212
K04440	ko04212
K04441	ko04212
K04456	ko04212
K04527	ko04212
K04564	ko04212
K04688	ko04212
K05638	ko04212
K07203	ko04212
K08035	ko04212
K08268	ko04212
K08269	ko04212
K08341	ko04212
K09408	ko04212
K09414	ko04212
K11204	ko04212
K11411	ko04212
K12824	ko04212
K13113	ko04212
K13356	ko04212
K14035	ko04212
K14739	ko04212
K14938	ko04212
K16172	ko04212
K16197	ko04212
K17491	ko04212
K17705	ko04212
K17794	ko04212
K18461	ko04212
K18463	ko04212
K19762	ko04212
K19763	ko04212
K19764	ko04212
K19765	ko04212
K19766	ko04212
K19767	ko04212
K19768	ko04212
K19769	ko04212
K19770	ko04212
K19771	ko04212
K19772	ko04212
K19773	ko04212
K19774	ko04212
K22878	ko04212
K24070	ko04212
K27390	ko04212
K00922	ko04213
K01440	ko04213
K01768	ko04213
K02649	ko04213
K02833	ko04213
K03283	ko04213
K03695	ko04213
K03781	ko04213
K04345	ko04213
K04456	ko04213
K04526	ko04213
K04527	ko04213
K04564	ko04213
K04565	ko04213
K04688	ko04213
K05087	ko04213
K05459	ko04213
K06067	ko04213
K07187	ko04213
K07198	ko04213
K07199	ko04213
K07200	ko04213
K07201	ko04213
K07203	ko04213
K07204	ko04213
K07827	ko04213
K07828	ko04213
K08035	ko04213
K08041	ko04213
K08042	ko04213
K08043	ko04213
K08044	ko04213
K08045	ko04213
K08046	ko04213
K08047	ko04213
K08048	ko04213
K08049	ko04213
K08339	ko04213
K09408	ko04213
K09468	ko04213
K09542	ko04213
K11121	ko04213
K11411	ko04213
K12762	ko04213
K12767	ko04213
K16172	ko04213
K16184	ko04213
K17445	ko04213
K17446	ko04213
K18644	ko04213
K19764	ko04213
K19766	ko04213
K19767	ko04213
K19768	ko04213
K19769	ko04213
K19798	ko04213
K19800	ko04213
K19805	ko04213
K01527	ko04214
K02084	ko04214
K02174	ko04214
K02561	ko04214
K03175	ko04214
K03262	ko04214
K03386	ko04214
K04361	ko04214
K04365	ko04214
K04371	ko04214
K04374	ko04214
K04397	ko04214
K04398	ko04214
K04404	ko04214
K04412	ko04214
K04426	ko04214
K04427	ko04214
K04431	ko04214
K04440	ko04214
K04448	ko04214
K04725	ko04214
K04727	ko04214
K04728	ko04214
K05770	ko04214
K06030	ko04214
K06640	ko04214
K07611	ko04214
K07827	ko04214
K07870	ko04214
K08669	ko04214
K08738	ko04214
K08791	ko04214
K08860	ko04214
K09031	ko04214
K09428	ko04214
K09848	ko04214
K10149	ko04214
K10586	ko04214
K14030	ko04214
K14034	ko04214
K16678	ko04214
K16679	ko04214
K16686	ko04214
K16736	ko04214
K17065	ko04214
K20008	ko04214
K20009	ko04214
K20010	ko04214
K20014	ko04214
K20015	ko04214
K20016	ko04214
K20017	ko04214
K20018	ko04214
K20019	ko04214
K20216	ko04214
K24070	ko04214
K02084	ko04215
K02159	ko04215
K02161	ko04215
K02187	ko04215
K02373	ko04215
K02561	ko04215
K02583	ko04215
K03158	ko04215
K04397	ko04215
K04398	ko04215
K04399	ko04215
K04440	ko04215
K04489	ko04215
K04570	ko04215
K04725	ko04215
K04726	ko04215
K08334	ko04215
K08669	ko04215
K08731	ko04215
K08738	ko04215
K10131	ko04215
K10132	ko04215
K10522	ko04215
K10586	ko04215
K14021	ko04215
K16060	ko04215
K16061	ko04215
K16341	ko04215
K16679	ko04215
K16943	ko04215
K20008	ko04215
K20009	ko04215
K20014	ko04215
K20016	ko04215
K20017	ko04215
K20018	ko04215
K20094	ko04215
K20104	ko04215
K20105	ko04215
K20106	ko04215
K00460	ko04216
K00510	ko04216
K00522	ko04216
K00657	ko04216
K01897	ko04216
K04451	ko04216
K05361	ko04216
K05634	ko04216
K06503	ko04216
K06519	ko04216
K08337	ko04216
K08339	ko04216
K09289	ko04216
K10142	ko04216
K10435	ko04216
K11204	ko04216
K11205	ko04216
K12889	ko04216
K13162	ko04216
K13515	ko04216
K13624	ko04216
K13625	ko04216
K13869	ko04216
K14685	ko04216
K14714	ko04216
K14720	ko04216
K14736	ko04216
K15040	ko04216
K15041	ko04216
K18495	ko04216
K21398	ko04216
K21421	ko04216
K21456	ko04216
K00261	ko04217
K00460	ko04217
K00522	ko04217
K00688	ko04217
K01367	ko04217
K01370	ko04217
K01915	ko04217
K02159	ko04217
K02161	ko04217
K02373	ko04217
K02861	ko04217
K03156	ko04217
K03158	ko04217
K03171	ko04217
K03173	ko04217
K03767	ko04217
K03853	ko04217
K04079	ko04217
K04383	ko04217
K04389	ko04217
K04390	ko04217
K04398	ko04217
K04440	ko04217
K04447	ko04217
K04515	ko04217
K04519	ko04217
K04687	ko04217
K04692	ko04217
K04693	ko04217
K04721	ko04217
K04722	ko04217
K04724	ko04217
K04725	ko04217
K04726	ko04217
K04727	ko04217
K04982	ko04217
K05130	ko04217
K05131	ko04217
K05132	ko04217
K05133	ko04217
K05401	ko04217
K05409	ko04217
K05414	ko04217
K05415	ko04217
K05842	ko04217
K05862	ko04217
K05863	ko04217
K05864	ko04217
K08601	ko04217
K08847	ko04217
K08849	ko04217
K09849	ko04217
K10160	ko04217
K10630	ko04217
K10802	ko04217
K11217	ko04217
K11218	ko04217
K11219	ko04217
K11220	ko04217
K11221	ko04217
K11222	ko04217
K11223	ko04217
K11224	ko04217
K11225	ko04217
K11251	ko04217
K11859	ko04217
K11974	ko04217
K12191	ko04217
K12192	ko04217
K12193	ko04217
K12194	ko04217
K12195	ko04217
K12196	ko04217
K12197	ko04217
K12198	ko04217
K12350	ko04217
K12799	ko04217
K12800	ko04217
K12965	ko04217
K12967	ko04217
K13625	ko04217
K14381	ko04217
K15040	ko04217
K15041	ko04217
K15053	ko04217
K15637	ko04217
K16060	ko04217
K16195	ko04217
K16342	ko04217
K17065	ko04217
K17595	ko04217
K20894	ko04217
K21421	ko04217
K21634	ko04217
K24070	ko04217
K24782	ko04217
K00922	ko04218
K01110	ko04218
K01367	ko04218
K02087	ko04218
K02089	ko04218
K02091	ko04218
K02183	ko04218
K02206	ko04218
K02216	ko04218
K02580	ko04218
K02649	ko04218
K02678	ko04218
K02830	ko04218
K02833	ko04218
K03362	ko04218
K03853	ko04218
K03982	ko04218
K04348	ko04218
K04366	ko04218
K04368	ko04218
K04369	ko04218
K04371	ko04218
K04377	ko04218
K04383	ko04218
K04388	ko04218
K04402	ko04218
K04432	ko04218
K04433	ko04218
K04441	ko04218
K04443	ko04218
K04446	ko04218
K04451	ko04218
K04456	ko04218
K04500	ko04218
K04503	ko04218
K04674	ko04218
K04681	ko04218
K04682	ko04218
K04685	ko04218
K04728	ko04218
K04735	ko04218
K04851	ko04218
K04958	ko04218
K04959	ko04218
K04960	ko04218
K04973	ko04218
K04982	ko04218
K05405	ko04218
K05862	ko04218
K05863	ko04218
K05864	ko04218
K05868	ko04218
K06268	ko04218
K06269	ko04218
K06618	ko04218
K06620	ko04218
K06621	ko04218
K06625	ko04218
K06626	ko04218
K06627	ko04218
K06640	ko04218
K06641	ko04218
K06643	ko04218
K06645	ko04218
K06751	ko04218
K07201	ko04218
K07203	ko04218
K07205	ko04218
K07206	ko04218
K07207	ko04218
K07208	ko04218
K07827	ko04218
K07828	ko04218
K07829	ko04218
K07830	ko04218
K07831	ko04218
K08015	ko04218
K08826	ko04218
K09183	ko04218
K09389	ko04218
K09406	ko04218
K09408	ko04218
K10030	ko04218
K10138	ko04218
K10151	ko04218
K10152	ko04218
K10752	ko04218
K10865	ko04218
K10866	ko04218
K10867	ko04218
K10903	ko04218
K10994	ko04218
K10995	ko04218
K11411	ko04218
K13375	ko04218
K13376	ko04218
K13377	ko04218
K14381	ko04218
K15040	ko04218
K15041	ko04218
K16332	ko04218
K17332	ko04218
K17333	ko04218
K17334	ko04218
K17454	ko04218
K18753	ko04218
K20858	ko04218
K21124	ko04218
K21769	ko04218
K21770	ko04218
K21771	ko04218
K21773	ko04218
K21774	ko04218
K21775	ko04218
K21776	ko04218
K23605	ko04218
K24231	ko04218
K00411	ko04260
K00412	ko04260
K00413	ko04260
K00414	ko04260
K00415	ko04260
K00416	ko04260
K00417	ko04260
K00418	ko04260
K00419	ko04260
K00420	ko04260
K00476	ko04260
K01538	ko04260
K01539	ko04260
K01540	ko04260
K02256	ko04260
K02261	ko04260
K02262	ko04260
K02263	ko04260
K02264	ko04260
K02265	ko04260
K02266	ko04260
K02267	ko04260
K02268	ko04260
K02270	ko04260
K02271	ko04260
K02272	ko04260
K02273	ko04260
K04850	ko04260
K04851	ko04260
K04853	ko04260
K04857	ko04260
K04858	ko04260
K04859	ko04260
K04860	ko04260
K04861	ko04260
K04862	ko04260
K04863	ko04260
K04864	ko04260
K04865	ko04260
K04866	ko04260
K04867	ko04260
K04868	ko04260
K04869	ko04260
K04870	ko04260
K04871	ko04260
K04872	ko04260
K04873	ko04260
K04962	ko04260
K05742	ko04260
K05849	ko04260
K05853	ko04260
K05865	ko04260
K09290	ko04260
K10351	ko04260
K10373	ko04260
K10374	ko04260
K10375	ko04260
K12041	ko04260
K12044	ko04260
K12045	ko04260
K12314	ko04260
K12749	ko04260
K12750	ko04260
K17751	ko04260
K23445	ko04260
K23449	ko04260
K23450	ko04260
K01538	ko04261
K01539	ko04261
K01540	ko04261
K02161	ko04261
K02183	ko04261
K02677	ko04261
K03456	ko04261
K04135	ko04261
K04136	ko04261
K04137	ko04261
K04141	ko04261
K04142	ko04261
K04166	ko04261
K04167	ko04261
K04345	ko04261
K04351	ko04261
K04354	ko04261
K04371	ko04261
K04374	ko04261
K04382	ko04261
K04441	ko04261
K04445	ko04261
K04450	ko04261
K04456	ko04261
K04515	ko04261
K04630	ko04261
K04632	ko04261
K04634	ko04261
K04838	ko04261
K04839	ko04261
K04845	ko04261
K04848	ko04261
K04850	ko04261
K04851	ko04261
K04853	ko04261
K04857	ko04261
K04858	ko04261
K04859	ko04261
K04860	ko04261
K04861	ko04261
K04862	ko04261
K04863	ko04261
K04864	ko04261
K04865	ko04261
K04866	ko04261
K04867	ko04261
K04868	ko04261
K04869	ko04261
K04870	ko04261
K04871	ko04261
K04872	ko04261
K04873	ko04261
K04894	ko04261
K04913	ko04261
K04926	ko04261
K04962	ko04261
K05742	ko04261
K05849	ko04261
K05850	ko04261
K05852	ko04261
K05853	ko04261
K05858	ko04261
K05865	ko04261
K05870	ko04261
K06269	ko04261
K08014	ko04261
K08041	ko04261
K08042	ko04261
K08043	ko04261
K08044	ko04261
K08045	ko04261
K08046	ko04261
K08047	ko04261
K08048	ko04261
K08049	ko04261
K08050	ko04261
K09047	ko04261
K09048	ko04261
K09049	ko04261
K09052	ko04261
K09290	ko04261
K09821	ko04261
K10351	ko04261
K10373	ko04261
K10374	ko04261
K10375	ko04261
K11583	ko04261
K11584	ko04261
K12044	ko04261
K12045	ko04261
K12314	ko04261
K12749	ko04261
K12750	ko04261
K17751	ko04261
K21108	ko04261
K21289	ko04261
K21290	ko04261
K26206	ko04261
K26207	ko04261
K00907	ko04270
K01047	ko04270
K02183	ko04270
K02677	ko04270
K04135	ko04270
K04136	ko04270
K04137	ko04270
K04166	ko04270
K04197	ko04270
K04226	ko04270
K04227	ko04270
K04263	ko04270
K04266	ko04270
K04267	ko04270
K04345	ko04270
K04346	ko04270
K04365	ko04270
K04366	ko04270
K04368	ko04270
K04369	ko04270
K04371	ko04270
K04513	ko04270
K04514	ko04270
K04577	ko04270
K04632	ko04270
K04634	ko04270
K04635	ko04270
K04639	ko04270
K04850	ko04270
K04851	ko04270
K04853	ko04270
K04857	ko04270
K04936	ko04270
K04937	ko04270
K04938	ko04270
K04939	ko04270
K04941	ko04270
K04958	ko04270
K04959	ko04270
K04960	ko04270
K05227	ko04270
K05242	ko04270
K05274	ko04270
K05858	ko04270
K06068	ko04270
K06269	ko04270
K06270	ko04270
K07376	ko04270
K07425	ko04270
K07532	ko04270
K08041	ko04270
K08042	ko04270
K08043	ko04270
K08044	ko04270
K08045	ko04270
K08046	ko04270
K08047	ko04270
K08048	ko04270
K08049	ko04270
K08447	ko04270
K08448	ko04270
K08449	ko04270
K08845	ko04270
K09821	ko04270
K10352	ko04270
K12313	ko04270
K12315	ko04270
K12318	ko04270
K12319	ko04270
K12323	ko04270
K12324	ko04270
K12327	ko04270
K12328	ko04270
K12329	ko04270
K12330	ko04270
K12331	ko04270
K12332	ko04270
K12333	ko04270
K12334	ko04270
K12335	ko04270
K12336	ko04270
K12337	ko04270
K12751	ko04270
K12755	ko04270
K16342	ko04270
K16343	ko04270
K16366	ko04270
K16367	ko04270
K17388	ko04270
K17457	ko04270
K18050	ko04270
K18051	ko04270
K18052	ko04270
K19662	ko04270
K19663	ko04270
K25343	ko04270
K00181	ko04310
K00182	ko04310
K00312	ko04310
K00408	ko04310
K00444	ko04310
K00445	ko04310
K00572	ko04310
K00714	ko04310
K01064	ko04310
K01357	ko04310
K01384	ko04310
K01397	ko04310
K01558	ko04310
K01645	ko04310
K01691	ko04310
K02085	ko04310
K02105	ko04310
K02157	ko04310
K02165	ko04310
K02166	ko04310
K02176	ko04310
K02185	ko04310
K02222	ko04310
K02235	ko04310
K02306	ko04310
K02329	ko04310
K02353	ko04310
K02354	ko04310
K02375	ko04310
K02376	ko04310
K02432	ko04310
K02620	ko04310
K02677	ko04310
K02842	ko04310
K03068	ko04310
K03069	ko04310
K03083	ko04310
K03094	ko04310
K03096	ko04310
K03097	ko04310
K03115	ko04310
K03209	ko04310
K03213	ko04310
K03344	ko04310
K03345	ko04310
K03347	ko04310
K03362	ko04310
K03868	ko04310
K04308	ko04310
K04309	ko04310
K04345	ko04310
K04348	ko04310
K04377	ko04310
K04385	ko04310
K04392	ko04310
K04427	ko04310
K04440	ko04310
K04446	ko04310
K04448	ko04310
K04451	ko04310
K04468	ko04310
K04490	ko04310
K04491	ko04310
K04492	ko04310
K04493	ko04310
K04494	ko04310
K04495	ko04310
K04496	ko04310
K04497	ko04310
K04498	ko04310
K04499	ko04310
K04501	ko04310
K04502	ko04310
K04503	ko04310
K04504	ko04310
K04505	ko04310
K04506	ko04310
K04507	ko04310
K04508	ko04310
K04510	ko04310
K04511	ko04310
K04512	ko04310
K04513	ko04310
K04515	ko04310
K04600	ko04310
K04601	ko04310
K04602	ko04310
K04690	ko04310
K05122	ko04310
K05123	ko04310
K05128	ko04310
K05858	ko04310
K06268	ko04310
K07860	ko04310
K07861	ko04310
K08110	ko04310
K08399	ko04310
K08957	ko04310
K08960	ko04310
K10151	ko04310
K10152	ko04310
K10162	ko04310
K11411	ko04310
