KO	pathway
K15694	ko04310
K16273	ko04310
K16834	ko04310
K17332	ko04310
K17333	ko04310
K17334	ko04310
K17388	ko04310
K19471	ko04310
K19614	ko04310
K19626	ko04310
K19662	ko04310
K19663	ko04310
K19882	ko04310
K21435	ko04310
K22471	ko04310
K23097	ko04310
K23098	ko04310
K23099	ko04310
K23402	ko04310
K23491	ko04310
K23605	ko04310
K25481	ko04310
K25811	ko04310
K25812	ko04310
K25816	ko04310
K26471	ko04310
K26734	ko04310
K02098	ko04320
K02104	ko04320
K02156	ko04320
K02174	ko04320
K02175	ko04320
K02177	ko04320
K02184	ko04320
K02215	ko04320
K02359	ko04320
K02360	ko04320
K02447	ko04320
K02524	ko04320
K02599	ko04320
K02602	ko04320
K02678	ko04320
K03099	ko04320
K03102	ko04320
K03211	ko04320
K04361	ko04320
K04364	ko04320
K04365	ko04320
K04368	ko04320
K04371	ko04320
K07827	ko04320
K20994	ko04320
K20995	ko04320
K20996	ko04320
K23461	ko04320
K02353	ko04330
K02599	ko04330
K04496	ko04330
K04497	ko04330
K04498	ko04330
K04505	ko04330
K04522	ko04330
K05632	ko04330
K05948	ko04330
K06051	ko04330
K06052	ko04330
K06053	ko04330
K06054	ko04330
K06055	ko04330
K06056	ko04330
K06057	ko04330
K06058	ko04330
K06059	ko04330
K06061	ko04330
K06062	ko04330
K06063	ko04330
K06064	ko04330
K06065	ko04330
K06066	ko04330
K06067	ko04330
K06170	ko04330
K06171	ko04330
K06172	ko04330
K09091	ko04330
K20994	ko04330
K20995	ko04330
K20996	ko04330
K21635	ko04330
K23616	ko04330
K25100	ko04330
K26480	ko04330
K00910	ko04340
K02161	ko04340
K03083	ko04340
K03347	ko04340
K03362	ko04340
K03869	ko04340
K04345	ko04340
K04439	ko04340
K04503	ko04340
K04678	ko04340
K06225	ko04340
K06226	ko04340
K06229	ko04340
K06230	ko04340
K06231	ko04340
K06232	ko04340
K06233	ko04340
K08439	ko04340
K08957	ko04340
K08958	ko04340
K08959	ko04340
K08960	ko04340
K10151	ko04340
K10394	ko04340
K10523	ko04340
K10604	ko04340
K11101	ko04340
K11988	ko04340
K11989	ko04340
K11990	ko04340
K16797	ko04340
K16798	ko04340
K18806	ko04340
K19605	ko04340
K19608	ko04340
K20020	ko04340
K20033	ko04340
K23663	ko04340
K23664	ko04340
K23852	ko04340
K24677	ko04340
K24678	ko04340
K24679	ko04340
K24680	ko04340
K24706	ko04340
K03083	ko04341
K03094	ko04341
K03347	ko04341
K03362	ko04341
K03868	ko04341
K03869	ko04341
K04345	ko04341
K04662	ko04341
K04678	ko04341
K06224	ko04341
K06225	ko04341
K06226	ko04341
K06227	ko04341
K06228	ko04341
K06229	ko04341
K08291	ko04341
K08957	ko04341
K08958	ko04341
K08960	ko04341
K09319	ko04341
K10523	ko04341
K16799	ko04341
K20244	ko04341
K20245	ko04341
K24678	ko04341
K24680	ko04341
K03094	ko04350
K03156	ko04350
K03347	ko04350
K03456	ko04350
K03868	ko04350
K04371	ko04350
K04377	ko04350
K04382	ko04350
K04388	ko04350
K04498	ko04350
K04500	ko04350
K04501	ko04350
K04513	ko04350
K04514	ko04350
K04650	ko04350
K04657	ko04350
K04658	ko04350
K04660	ko04350
K04661	ko04350
K04662	ko04350
K04663	ko04350
K04664	ko04350
K04665	ko04350
K04666	ko04350
K04667	ko04350
K04668	ko04350
K04670	ko04350
K04671	ko04350
K04672	ko04350
K04673	ko04350
K04674	ko04350
K04675	ko04350
K04676	ko04350
K04677	ko04350
K04678	ko04350
K04679	ko04350
K04680	ko04350
K04681	ko04350
K04682	ko04350
K04683	ko04350
K04684	ko04350
K04685	ko04350
K04686	ko04350
K04687	ko04350
K04688	ko04350
K06067	ko04350
K06503	ko04350
K06766	ko04350
K06825	ko04350
K06847	ko04350
K08121	ko04350
K10162	ko04350
K11644	ko04350
K13375	ko04350
K13376	ko04350
K13377	ko04350
K13567	ko04350
K13568	ko04350
K13578	ko04350
K13596	ko04350
K14736	ko04350
K16620	ko04350
K16621	ko04350
K16622	ko04350
K16790	ko04350
K16791	ko04350
K16857	ko04350
K17693	ko04350
K17694	ko04350
K17695	ko04350
K17696	ko04350
K18499	ko04350
K19383	ko04350
K19410	ko04350
K19553	ko04350
K19558	ko04350
K19559	ko04350
K19631	ko04350
K20012	ko04350
K20013	ko04350
K21283	ko04350
K22687	ko04350
K22688	ko04350
K22689	ko04350
K23096	ko04350
K23100	ko04350
K23106	ko04350
K23318	ko04350
K23377	ko04350
K23605	ko04350
K23910	ko04350
K26168	ko04350
K26257	ko04350
K26316	ko04350
K26317	ko04350
K26503	ko04350
K26535	ko04350
K28359	ko04350
K00408	ko04360
K00444	ko04360
K00922	ko04360
K01116	ko04360
K02090	ko04360
K02329	ko04360
K02649	ko04360
K02677	ko04360
K02833	ko04360
K03083	ko04360
K04189	ko04360
K04237	ko04360
K04348	ko04360
K04352	ko04360
K04366	ko04360
K04371	ko04360
K04392	ko04360
K04393	ko04360
K04409	ko04360
K04410	ko04360
K04513	ko04360
K04514	ko04360
K04515	ko04360
K04630	ko04360
K04671	ko04360
K04964	ko04360
K04966	ko04360
K04967	ko04360
K04968	ko04360
K04969	ko04360
K05099	ko04360
K05102	ko04360
K05103	ko04360
K05104	ko04360
K05105	ko04360
K05106	ko04360
K05107	ko04360
K05108	ko04360
K05109	ko04360
K05110	ko04360
K05111	ko04360
K05112	ko04360
K05113	ko04360
K05114	ko04360
K05128	ko04360
K05462	ko04360
K05463	ko04360
K05703	ko04360
K05704	ko04360
K05719	ko04360
K05725	ko04360
K05733	ko04360
K05734	ko04360
K05735	ko04360
K05736	ko04360
K05743	ko04360
K05744	ko04360
K05746	ko04360
K05765	ko04360
K05766	ko04360
K05859	ko04360
K06093	ko04360
K06225	ko04360
K06226	ko04360
K06268	ko04360
K06272	ko04360
K06276	ko04360
K06521	ko04360
K06529	ko04360
K06550	ko04360
K06572	ko04360
K06619	ko04360
K06724	ko04360
K06753	ko04360
K06754	ko04360
K06755	ko04360
K06765	ko04360
K06766	ko04360
K06820	ko04360
K06821	ko04360
K06838	ko04360
K06839	ko04360
K06840	ko04360
K06841	ko04360
K06842	ko04360
K06843	ko04360
K06844	ko04360
K06845	ko04360
K06850	ko04360
K07293	ko04360
K07365	ko04360
K07520	ko04360
K07521	ko04360
K07522	ko04360
K07523	ko04360
K07524	ko04360
K07525	ko04360
K07526	ko04360
K07527	ko04360
K07528	ko04360
K07529	ko04360
K07530	ko04360
K07531	ko04360
K07532	ko04360
K07827	ko04360
K07828	ko04360
K07829	ko04360
K07860	ko04360
K07861	ko04360
K10031	ko04360
K11988	ko04360
K12753	ko04360
K12755	ko04360
K12757	ko04360
K13578	ko04360
K16351	ko04360
K16359	ko04360
K16621	ko04360
K17332	ko04360
K17333	ko04360
K17334	ko04360
K17388	ko04360
K18952	ko04360
K19862	ko04360
K20013	ko04360
K20020	ko04360
K23096	ko04360
K24609	ko04360
K00502	ko04361
K00901	ko04361
K00922	ko04361
K01110	ko04361
K01593	ko04361
K02599	ko04361
K04163	ko04361
K04345	ko04361
K04346	ko04361
K04392	ko04361
K04417	ko04361
K04422	ko04361
K04430	ko04361
K04431	ko04361
K04440	ko04361
K04441	ko04361
K04443	ko04361
K04459	ko04361
K04505	ko04361
K04513	ko04361
K04527	ko04361
K04534	ko04361
K04632	ko04361
K04634	ko04361
K04688	ko04361
K04851	ko04361
K05099	ko04361
K05110	ko04361
K05858	ko04361
K06068	ko04361
K06704	ko04361
K06754	ko04361
K06839	ko04361
K06843	ko04361
K07198	ko04361
K07203	ko04361
K07532	ko04361
K08049	ko04361
K08268	ko04361
K09031	ko04361
K09408	ko04361
K09442	ko04361
K10393	ko04361
K10693	ko04361
K11593	ko04361
K12035	ko04361
K12494	ko04361
K15528	ko04361
K16336	ko04361
K16980	ko04361
K19862	ko04361
K20105	ko04361
K20106	ko04361
K23439	ko04361
K23479	ko04361
K23480	ko04361
K23487	ko04361
K23488	ko04361
K23489	ko04361
K00922	ko04370
K01116	ko04370
K02158	ko04370
K02649	ko04370
K02677	ko04370
K02833	ko04370
K04348	ko04370
K04366	ko04370
K04368	ko04370
K04369	ko04370
K04371	ko04370
K04392	ko04370
K04393	ko04370
K04399	ko04370
K04441	ko04370
K04443	ko04370
K04444	ko04370
K04455	ko04370
K04456	ko04370
K04718	ko04370
K05098	ko04370
K05448	ko04370
K05704	ko04370
K05725	ko04370
K05760	ko04370
K05859	ko04370
K06268	ko04370
K07827	ko04370
K07828	ko04370
K07860	ko04370
K07861	ko04370
K08273	ko04370
K11987	ko04370
K13242	ko04370
K16342	ko04370
K17332	ko04370
K17447	ko04370
K19662	ko04370
K19663	ko04370
K00907	ko04371
K00914	ko04371
K01343	ko04371
K02183	ko04371
K02833	ko04371
K02991	ko04371
K03982	ko04371
K04166	ko04371
K04174	ko04371
K04345	ko04371
K04347	ko04371
K04366	ko04371
K04368	ko04371
K04369	ko04371
K04371	ko04371
K04454	ko04371
K04456	ko04371
K04500	ko04371
K04501	ko04371
K04503	ko04371
K04536	ko04371
K04537	ko04371
K04538	ko04371
K04539	ko04371
K04540	ko04371
K04541	ko04371
K04542	ko04371
K04543	ko04371
K04544	ko04371
K04545	ko04371
K04546	ko04371
K04547	ko04371
K04548	ko04371
K04549	ko04371
K04630	ko04371
K04634	ko04371
K04639	ko04371
K04674	ko04371
K04688	ko04371
K04718	ko04371
K04958	ko04371
K04959	ko04371
K04960	ko04371
K04961	ko04371
K04962	ko04371
K04963	ko04371
K05225	ko04371
K05689	ko04371
K05742	ko04371
K05849	ko04371
K05858	ko04371
K05869	ko04371
K06052	ko04371
K06250	ko04371
K06827	ko04371
K07188	ko04371
K07198	ko04371
K07199	ko04371
K07200	ko04371
K07202	ko04371
K07203	ko04371
K07825	ko04371
K07826	ko04371
K07827	ko04371
K07828	ko04371
K07829	ko04371
K07830	ko04371
K07831	ko04371
K08041	ko04371
K08042	ko04371
K08043	ko04371
K08044	ko04371
K08045	ko04371
K08046	ko04371
K08047	ko04371
K08048	ko04371
K08049	ko04371
K08333	ko04371
K08334	ko04371
K08768	ko04371
K08769	ko04371
K09203	ko04371
K09260	ko04371
K09261	ko04371
K09262	ko04371
K10351	ko04371
K10435	ko04371
K11265	ko04371
K11406	ko04371
K11830	ko04371
K11831	ko04371
K12313	ko04371
K12749	ko04371
K12750	ko04371
K13240	ko04371
K13241	ko04371
K13242	ko04371
K13296	ko04371
K17845	ko04371
K18050	ko04371
K20995	ko04371
K21289	ko04371
K21290	ko04371
K23605	ko04371
K25355	ko04371
K00922	ko04380
K01371	ko04380
K02580	ko04380
K02649	ko04380
K03156	ko04380
K03158	ko04380
K03173	ko04380
K03175	ko04380
K04348	ko04380
K04364	ko04380
K04368	ko04380
K04371	ko04380
K04379	ko04380
K04383	ko04380
K04386	ko04380
K04388	ko04380
K04392	ko04380
K04403	ko04380
K04404	ko04380
K04427	ko04380
K04431	ko04380
K04433	ko04380
K04440	ko04380
K04441	ko04380
K04446	ko04380
K04448	ko04380
K04449	ko04380
K04456	ko04380
K04466	ko04380
K04467	ko04380
K04469	ko04380
K04502	ko04380
K04519	ko04380
K04576	ko04380
K04674	ko04380
K04687	ko04380
K04693	ko04380
K04694	ko04380
K04696	ko04380
K04734	ko04380
K04735	ko04380
K04958	ko04380
K04959	ko04380
K04960	ko04380
K05090	ko04380
K05130	ko04380
K05131	ko04380
K05132	ko04380
K05133	ko04380
K05147	ko04380
K05148	ko04380
K05415	ko04380
K05453	ko04380
K05473	ko04380
K05703	ko04380
K05853	ko04380
K05855	ko04380
K05856	ko04380
K05859	ko04380
K05869	ko04380
K05870	ko04380
K06268	ko04380
K06463	ko04380
K06472	ko04380
K06493	ko04380
K06498	ko04380
K06512	ko04380
K06551	ko04380
K07209	ko04380
K07210	ko04380
K07361	ko04380
K07364	ko04380
K07370	ko04380
K07371	ko04380
K07992	ko04380
K08008	ko04380
K08009	ko04380
K08010	ko04380
K08011	ko04380
K08012	ko04380
K08091	ko04380
K08530	ko04380
K08601	ko04380
K09028	ko04380
K09029	ko04380
K09030	ko04380
K09253	ko04380
K09438	ko04380
K09455	ko04380
K11217	ko04380
K11219	ko04380
K11220	ko04380
K11221	ko04380
K12560	ko04380
K13375	ko04380
K13376	ko04380
K14377	ko04380
K14378	ko04380
K14379	ko04380
K14380	ko04380
K14381	ko04380
K16824	ko04380
K17332	ko04380
K26770	ko04380
K00654	ko04382
K00720	ko04382
K01201	ko04382
K01349	ko04382
K01367	ko04382
K01372	ko04382
K01481	ko04382
K01745	ko04382
K03456	ko04382
K04354	ko04382
K04382	ko04382
K04401	ko04382
K04708	ko04382
K05619	ko04382
K05620	ko04382
K05622	ko04382
K05646	ko04382
K05701	ko04382
K06087	ko04382
K06088	ko04382
K06237	ko04382
K06240	ko04382
K06244	ko04382
K06246	ko04382
K06485	ko04382
K06525	ko04382
K07596	ko04382
K07597	ko04382
K07598	ko04382
K07599	ko04382
K07600	ko04382
K07603	ko04382
K07604	ko04382
K07605	ko04382
K08021	ko04382
K08664	ko04382
K08670	ko04382
K08672	ko04382
K08726	ko04382
K08745	ko04382
K10056	ko04382
K10247	ko04382
K10249	ko04382
K10381	ko04382
K10382	ko04382
K10383	ko04382
K10384	ko04382
K10385	ko04382
K10386	ko04382
K10387	ko04382
K10388	ko04382
K11583	ko04382
K11584	ko04382
K12642	ko04382
K13699	ko04382
K16628	ko04382
K16813	ko04382
K17108	ko04382
K17274	ko04382
K17731	ko04382
K18626	ko04382
K18684	ko04382
K21126	ko04382
K21127	ko04382
K21128	ko04382
K22368	ko04382
K23457	ko04382
K23757	ko04382
K23758	ko04382
K23759	ko04382
K23760	ko04382
K23761	ko04382
K23762	ko04382
K23764	ko04382
K23765	ko04382
K23766	ko04382
K23767	ko04382
K23768	ko04382
K23769	ko04382
K24425	ko04382
K24552	ko04382
K24622	ko04382
K28330	ko04382
K28331	ko04382
K28332	ko04382
K28333	ko04382
K28344	ko04382
K28841	ko04382
K00182	ko04390
K00312	ko04390
K00408	ko04390
K00444	ko04390
K00445	ko04390
K00572	ko04390
K00714	ko04390
K01064	ko04390
K01357	ko04390
K01384	ko04390
K01558	ko04390
K02085	ko04390
K02105	ko04390
K02157	ko04390
K02235	ko04390
K02329	ko04390
K02353	ko04390
K02354	ko04390
K02375	ko04390
K02376	ko04390
K02432	ko04390
K02620	ko04390
K02842	ko04390
K03083	ko04390
K03209	ko04390
K03213	ko04390
K03362	ko04390
K03456	ko04390
K03982	ko04390
K04237	ko04390
K04354	ko04390
K04377	ko04390
K04382	ko04390
K04385	ko04390
K04388	ko04390
K04412	ko04390
K04490	ko04390
K04491	ko04390
K04492	ko04390
K04500	ko04390
K04501	ko04390
K04503	ko04390
K04662	ko04390
K04663	ko04390
K04664	ko04390
K04665	ko04390
K04671	ko04390
K04673	ko04390
K04674	ko04390
K04676	ko04390
K04680	ko04390
K05689	ko04390
K05691	ko04390
K05692	ko04390
K05706	ko04390
K06069	ko04390
K06091	ko04390
K06092	ko04390
K06093	ko04390
K06094	ko04390
K06269	ko04390
K06464	ko04390
K06630	ko04390
K06685	ko04390
K06827	ko04390
K08731	ko04390
K08791	ko04390
K08959	ko04390
K08960	ko04390
K09448	ko04390
K09782	ko04390
K09850	ko04390
K09854	ko04390
K10132	ko04390
K10148	ko04390
K10151	ko04390
K10152	ko04390
K11828	ko04390
K12075	ko04390
K12076	ko04390
K13375	ko04390
K13376	ko04390
K13377	ko04390
K13578	ko04390
K16060	ko04390
K16144	ko04390
K16175	ko04390
K16197	ko04390
K16198	ko04390
K16620	ko04390
K16621	ko04390
K16622	ko04390
K16681	ko04390
K16682	ko04390
K16684	ko04390
K16685	ko04390
K16686	ko04390
K16687	ko04390
K16796	ko04390
K16798	ko04390
K16819	ko04390
K16820	ko04390
K16821	ko04390
K16822	ko04390
K16823	ko04390
K17693	ko04390
K18496	ko04390
K18952	ko04390
K19631	ko04390
K20012	ko04390
K20013	ko04390
K21098	ko04390
K21283	ko04390
K23605	ko04390
K24050	ko04390
K02306	ko04391
K03209	ko04391
K03456	ko04391
K04237	ko04391
K04354	ko04391
K04377	ko04391
K04382	ko04391
K04412	ko04391
K04440	ko04391
K04676	ko04391
K05628	ko04391
K05692	ko04391
K06069	ko04391
K06091	ko04391
K06093	ko04391
K06094	ko04391
K06095	ko04391
K06626	ko04391
K06630	ko04391
K06685	ko04391
K08791	ko04391
K08960	ko04391
K09236	ko04391
K09448	ko04391
K09851	ko04391
K10149	ko04391
K12076	ko04391
K16175	ko04391
K16197	ko04391
K16507	ko04391
K16669	ko04391
K16672	ko04391
K16673	ko04391
K16674	ko04391
K16675	ko04391
K16676	ko04391
K16677	ko04391
K16678	ko04391
K16679	ko04391
K16680	ko04391
K16681	ko04391
K16682	ko04391
K16683	ko04391
K16684	ko04391
K16685	ko04391
K16686	ko04391
K16687	ko04391
K16688	ko04391
K16689	ko04391
K16690	ko04391
K16691	ko04391
K16736	ko04391
K24050	ko04391
K02218	ko04392
K04409	ko04392
K04412	ko04392
K06683	ko04392
K06684	ko04392
K06685	ko04392
K08791	ko04392
K08960	ko04392
K09448	ko04392
K09850	ko04392
K09851	ko04392
K09854	ko04392
K16507	ko04392
K16669	ko04392
K16682	ko04392
K16683	ko04392
K16684	ko04392
K16685	ko04392
K16686	ko04392
K16687	ko04392
K16820	ko04392
K16821	ko04392
K16822	ko04392
K20236	ko04392
K20237	ko04392
K00889	ko04510
K00907	ko04510
K00922	ko04510
K01110	ko04510
K02105	ko04510
K02158	ko04510
K02161	ko04510
K02649	ko04510
K02677	ko04510
K02833	ko04510
K03083	ko04510
K03099	ko04510
K03853	ko04510
K03900	ko04510
K04349	ko04510
K04353	ko04510
K04357	ko04510
K04359	ko04510
K04361	ko04510
K04363	ko04510
K04364	ko04510
K04365	ko04510
K04366	ko04510
K04368	ko04510
K04371	ko04510
K04375	ko04510
K04392	ko04510
K04393	ko04510
K04409	ko04510
K04410	ko04510
K04437	ko04510
K04438	ko04510
K04440	ko04510
K04448	ko04510
K04456	ko04510
K04503	ko04510
K04513	ko04510
K04514	ko04510
K04659	ko04510
K04725	ko04510
K05083	ko04510
K05087	ko04510
K05089	ko04510
K05096	ko04510
K05097	ko04510
K05098	ko04510
K05099	ko04510
K05448	ko04510
K05449	ko04510
K05450	ko04510
K05459	ko04510
K05460	ko04510
K05635	ko04510
K05636	ko04510
K05637	ko04510
K05692	ko04510
K05699	ko04510
K05700	ko04510
K05703	ko04510
K05704	ko04510
K05717	ko04510
K05719	ko04510
K05725	ko04510
K05726	ko04510
K05730	ko04510
K05732	ko04510
K05733	ko04510
K05734	ko04510
K05735	ko04510
K05736	ko04510
K05740	ko04510
K05760	ko04510
K06236	ko04510
K06237	ko04510
K06238	ko04510
K06240	ko04510
K06241	ko04510
K06243	ko04510
K06244	ko04510
K06245	ko04510
K06246	ko04510
K06247	ko04510
K06248	ko04510
K06249	ko04510
K06250	ko04510
K06251	ko04510
K06252	ko04510
K06253	ko04510
K06269	ko04510
K06270	ko04510
K06271	ko04510
K06272	ko04510
K06273	ko04510
K06274	ko04510
K06275	ko04510
K06276	ko04510
K06277	ko04510
K06278	ko04510
K06279	ko04510
K06476	ko04510
K06480	ko04510
K06481	ko04510
K06482	ko04510
K06483	ko04510
K06484	ko04510
K06485	ko04510
K06487	ko04510
K06493	ko04510
K06525	ko04510
K06583	ko04510
K06584	ko04510
K06585	ko04510
K06586	ko04510
K06587	ko04510
K06588	ko04510
K06589	ko04510
K06590	ko04510
K06591	ko04510
K07836	ko04510
K07860	ko04510
K07861	ko04510
K08131	ko04510
K10151	ko04510
K10152	ko04510
K10351	ko04510
K12329	ko04510
K12753	ko04510
K12754	ko04510
K12755	ko04510
K12756	ko04510
K12757	ko04510
K12758	ko04510
K12958	ko04510
K12959	ko04510
K13708	ko04510
K13709	ko04510
K16060	ko04510
K16857	ko04510
K16858	ko04510
K16859	ko04510
K17386	ko04510
K17388	ko04510
K17447	ko04510
K17448	ko04510
K17449	ko04510
K17457	ko04510
K19662	ko04510
K19663	ko04510
K19719	ko04510
K26255	ko04510
K26256	ko04510
K27392	ko04510
K03900	ko04512
K04659	ko04512
K05635	ko04512
K05636	ko04512
K05637	ko04512
K05717	ko04512
K05719	ko04512
K06236	ko04512
K06237	ko04512
K06238	ko04512
K06240	ko04512
K06241	ko04512
K06243	ko04512
K06244	ko04512
K06245	ko04512
K06246	ko04512
K06247	ko04512
K06248	ko04512
K06249	ko04512
K06250	ko04512
K06251	ko04512
K06252	ko04512
K06253	ko04512
K06254	ko04512
K06255	ko04512
K06256	ko04512
K06257	ko04512
K06258	ko04512
K06259	ko04512
K06260	ko04512
K06261	ko04512
K06262	ko04512
K06263	ko04512
K06264	ko04512
K06265	ko04512
K06266	ko04512
K06267	ko04512
K06476	ko04512
K06480	ko04512
K06481	ko04512
K06482	ko04512
K06483	ko04512
K06484	ko04512
K06485	ko04512
K06487	ko04512
K06493	ko04512
K06525	ko04512
K06583	ko04512
K06584	ko04512
K06585	ko04512
K06586	ko04512
K06587	ko04512
K06588	ko04512
K06589	ko04512
K06590	ko04512
K06591	ko04512
K06824	ko04512
K08131	ko04512
K16338	ko04512
K16857	ko04512
K19719	ko04512
K23328	ko04512
K23379	ko04512
K23380	ko04512
K23573	ko04512
K26442	ko04512
K03160	ko04514
K03161	ko04514
K05412	ko04514
K05413	ko04514
K05689	ko04514
K05693	ko04514
K05695	ko04514
K05718	ko04514
K05719	ko04514
K06081	ko04514
K06087	ko04514
K06088	ko04514
K06089	ko04514
K06257	ko04514
K06449	ko04514
K06454	ko04514
K06456	ko04514
K06458	ko04514
K06459	ko04514
K06461	ko04514
K06464	ko04514
K06467	ko04514
K06470	ko04514
K06471	ko04514
K06474	ko04514
K06477	ko04514
K06478	ko04514
K06483	ko04514
K06485	ko04514
K06486	ko04514
K06487	ko04514
K06490	ko04514
K06491	ko04514
K06492	ko04514
K06494	ko04514
K06495	ko04514
K06496	ko04514
K06520	ko04514
K06523	ko04514
K06527	ko04514
K06531	ko04514
K06533	ko04514
K06538	ko04514
K06539	ko04514
K06544	ko04514
K06547	ko04514
K06548	ko04514
K06550	ko04514
K06567	ko04514
K06584	ko04514
K06585	ko04514
K06590	ko04514
K06591	ko04514
K06592	ko04514
K06708	ko04514
K06710	ko04514
K06713	ko04514
K06735	ko04514
K06736	ko04514
K06744	ko04514
K06745	ko04514
K06746	ko04514
K06747	ko04514
K06751	ko04514
K06752	ko04514
K06756	ko04514
K06757	ko04514
K06759	ko04514
K06760	ko04514
K06766	ko04514
K06770	ko04514
K06771	ko04514
K06775	ko04514
K06777	ko04514
K06778	ko04514
K06779	ko04514
K06780	ko04514
K06781	ko04514
K06785	ko04514
K06787	ko04514
K06788	ko04514
K06791	ko04514
K06793	ko04514
K06796	ko04514
K06797	ko04514
K06809	ko04514
K06815	ko04514
K06816	ko04514
K07377	ko04514
K07378	ko04514
K07379	ko04514
K07380	ko04514
K07522	ko04514
K07523	ko04514
K10784	ko04514
K10785	ko04514
K16336	ko04514
K16337	ko04514
K16338	ko04514
K16350	ko04514
K16351	ko04514
K16359	ko04514
K16360	ko04514
K23268	ko04514
K25832	ko04514
K25833	ko04514
K25834	ko04514
K25835	ko04514
K25836	ko04514
K25837	ko04514
K28137	ko04514
K00907	ko04517
K00922	ko04517
K01116	ko04517
K02105	ko04517
K02649	ko04517
K02677	ko04517
K03083	ko04517
K03084	ko04517
K03175	ko04517
K03903	ko04517
K03904	ko04517
K03905	ko04517
K04237	ko04517
K04352	ko04517
K04353	ko04517
K04362	ko04517
K04364	ko04517
K04368	ko04517
K04369	ko04517
K04371	ko04517
K04392	ko04517
K04393	ko04517
K04409	ko04517
K04410	ko04517
K04440	ko04517
K04441	ko04517
K04456	ko04517
K04513	ko04517
K04520	ko04517
K04723	ko04517
K04840	ko04517
K04874	ko04517
K04875	ko04517
K04877	ko04517
K04879	ko04517
K04927	ko04517
K04928	ko04517
K04969	ko04517
K05098	ko04517
K05101	ko04517
K05170	ko04517
K05412	ko04517
K05413	ko04517
K05627	ko04517
K05629	ko04517
K05631	ko04517
K05689	ko04517
K05692	ko04517
K05695	ko04517
K05697	ko04517
K05699	ko04517
K05700	ko04517
K05701	ko04517
K05702	ko04517
K05703	ko04517
K05704	ko04517
K05718	ko04517
K05719	ko04517
K05725	ko04517
K05726	ko04517
K05728	ko04517
K05730	ko04517
K05733	ko04517
K05734	ko04517
K05735	ko04517
K05736	ko04517
K05737	ko04517
K05754	ko04517
K05755	ko04517
K05756	ko04517
K05757	ko04517
K05758	ko04517
K05760	ko04517
K05762	ko04517
K05763	ko04517
K05854	ko04517
K05856	ko04517
K05859	ko04517
K06069	ko04517
K06081	ko04517
K06084	ko04517
K06085	ko04517
K06086	ko04517
K06089	ko04517
K06093	ko04517
K06095	ko04517
K06098	ko04517
K06103	ko04517
K06114	ko04517
K06115	ko04517
K06276	ko04517
K06449	ko04517
K06461	ko04517
K06462	ko04517
K06464	ko04517
K06470	ko04517
K06479	ko04517
K06483	ko04517
K06484	ko04517
K06486	ko04517
K06490	ko04517
K06491	ko04517
K06493	ko04517
K06511	ko04517
K06517	ko04517
K06523	ko04517
K06531	ko04517
K06536	ko04517
K06539	ko04517
K06550	ko04517
K06563	ko04517
K06567	ko04517
K06570	ko04517
K06582	ko04517
K06592	ko04517
K06593	ko04517
K06619	ko04517
K06724	ko04517
K06733	ko04517
K06735	ko04517
K06736	ko04517
K06753	ko04517
K06754	ko04517
K06755	ko04517
K06756	ko04517
K06757	ko04517
K06759	ko04517
K06760	ko04517
K06765	ko04517
K06770	ko04517
K06771	ko04517
K06777	ko04517
K06778	ko04517
K06780	ko04517
K06781	ko04517
K06782	ko04517
K06783	ko04517
K06784	ko04517
K06785	ko04517
K06786	ko04517
K06787	ko04517
